agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
8359,836,69,Male,White,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8360,316,2,Female,Asian,Widowed,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8361,926,52,Female,Asian,Divorced or separated,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8362,734,60,Female,Asian,Never married,Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8363,574,74,Female,White,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8364,203,7,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8365,992,19,Female,Black or African American,Divorced or separated,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8366,292,22,Female,White,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8367,478,0,Male,White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8368,888,32,Male,White,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8369,34,33,Female,White,Never married,Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8370,100,25,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8371,593,1,Female,Hispanic or Latino origin (of any race),Widowed,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8372,920,19,Female,Asian,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8373,270,17,Female,Asian,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8374,941,68,Male,Asian,"Now married, except separated",Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8375,122,21,Male,Asian,Never married,Some college or associate's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8376,791,37,Male,White,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8377,639,45,Male,Asian,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8378,391,14,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8379,628,64,Female,Asian,"Now married, except separated",Graduate or professional degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
8380,630,34,Male,Black or African American and White and Middle Eastern,Widowed,Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8381,475,64,Male,White,Never married,Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8382,605,20,Male,Asian,Never married,Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8383,39,25,Male,Asian,"Now married, except separated",Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8384,327,52,Male,Native American and Hispanic or Latino,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8385,104,21,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8386,139,65,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8387,102,13,Male,Asian,"Now married, except separated",High school graduate (includes equivalency),"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8388,416,51,Female,Hispanic or Latino origin (of any race),"Now married, except separated",High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8389,319,49,Male,Black or African American,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8390,159,43,Female,Asian and Middle Eastern and White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8391,391,14,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8392,572,1,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8393,947,54,Male,Asian,"Now married, except separated",Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8394,172,12,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8395,583,35,Female,Hispanic or Latino and Native American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8396,718,30,Female,White,Divorced or separated,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8397,434,45,Male,White,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8398,321,17,Male,Hispanic or Latino origin (of any race),"Now married, except separated",High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
8399,698,30,Female,Black or African American and Asian and Hispanic or Latino,Never married,Some college or associate's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8400,984,31,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8401,552,34,Female,White,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8402,811,40,Female,White,Divorced or separated,Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8403,343,7,Male,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8404,160,0,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8405,915,25,Male,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8406,474,65,Female,White,Never married,Some college or associate's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8407,845,38,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8408,757,31,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8409,342,0,Female,Asian,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8410,634,50,Female,Native American and Pacific Islander and Asian,Widowed,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8411,205,52,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8412,984,28,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8413,137,52,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8414,851,60,Female,Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8415,685,39,Male,Asian,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8416,733,20,Female,White,"Now married, except separated",Less than high school graduate,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8417,667,35,Female,Black or African American,Divorced or separated,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8418,452,0,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8419,953,56,Male,Asian and White and Middle Eastern,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8420,847,8,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8421,357,29,Female,White and Black or African American and Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8422,356,9,Female,White,Divorced or separated,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8423,115,8,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8424,361,35,Male,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8425,200,29,Female,Pacific Islander and Hispanic or Latino,Divorced or separated,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8426,694,57,Female,White,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8427,658,17,Male,White,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8428,417,17,Female,Middle Eastern and Pacific Islander,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8429,566,44,Male,Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8430,838,32,Female,White,Never married,Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
8431,735,11,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8432,781,72,Female,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
8433,998,51,Male,Black or African American,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8434,404,68,Female,Asian,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8435,694,59,Female,White,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8436,638,0,Male,Hispanic or Latino origin (of any race),Widowed,Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8437,627,45,Female,White,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8438,752,24,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8439,230,39,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8440,542,28,Female,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8441,651,30,Female,White,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8442,534,16,Male,Asian,"Now married, except separated",Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8443,771,56,Male,Asian,"Now married, except separated",Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8444,916,64,Male,Hispanic or Latino and Pacific Islander,"Now married, except separated",High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
8445,940,23,Male,White,Divorced or separated,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8446,748,20,Male,Asian,Never married,Some college or associate's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8447,4,49,Male,Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8448,498,21,Male,White,Never married,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8449,545,59,Female,Black or African American,Divorced or separated,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8450,959,27,Male,Asian,Never married,Less than high school graduate,"$65,000 to $74,999",Householder lived in owner-occupied housing units
8451,775,57,Female,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8452,948,0,Male,Pacific Islander and Hispanic or Latino and Native American,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8453,842,31,Male,White,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8454,324,32,Female,Native American and Middle Eastern and Hispanic or Latino,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8455,230,40,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8456,854,29,Female,Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8457,587,50,Female,Asian,"Now married, except separated",Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8458,545,64,Female,Black or African American,Divorced or separated,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8459,962,58,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8460,910,40,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8461,923,45,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8462,78,61,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8463,293,69,Male,Asian,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8464,192,46,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8465,254,58,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8466,638,0,Male,Hispanic or Latino origin (of any race),Widowed,Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8467,56,31,Female,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8468,287,39,Female,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
8469,232,46,Female,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8470,115,14,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8471,431,0,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8472,484,32,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8473,849,36,Female,Pacific Islander and White and Asian,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8474,552,34,Female,White,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8475,56,30,Female,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8476,845,37,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8477,704,31,Female,White,"Now married, except separated",Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8478,471,53,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8479,688,49,Male,Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8480,540,26,Female,Asian,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8481,502,36,Male,Asian,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8482,251,63,Female,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8483,157,71,Male,Asian,Never married,High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
8484,779,26,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8485,915,27,Male,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8486,459,9,Male,Asian,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8487,216,33,Male,White,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8488,551,21,Female,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8489,373,39,Male,Middle Eastern and Black or African American,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8490,43,32,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8491,39,34,Male,Asian,"Now married, except separated",Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8492,793,16,Male,Black or African American and Native American and Hispanic or Latino,Never married,Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8493,760,30,Male,Pacific Islander and Middle Eastern,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8494,572,2,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8495,288,60,Male,Asian,Widowed,Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8496,332,2,Female,Hispanic or Latino and Middle Eastern,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8497,815,0,Male,Asian,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8498,300,47,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8499,371,32,Male,White,Never married,High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
8500,218,34,Male,Black or African American and Pacific Islander,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8501,261,71,Female,Asian,"Now married, except separated",Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8502,667,44,Female,Black or African American,Divorced or separated,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8503,684,23,Female,Pacific Islander and Native American and White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8504,701,50,Male,White,"Now married, except separated",Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8505,107,1,Female,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8506,930,16,Female,White,"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8507,497,49,Female,Native American and Hispanic or Latino,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8508,961,0,Female,Black or African American and Middle Eastern,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8509,193,29,Female,Asian,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8510,379,3,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8511,678,32,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8512,760,33,Male,Hispanic or Latino and White and Black or African American,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8513,302,50,Female,Hispanic or Latino and Middle Eastern and Asian,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8514,102,16,Male,Asian,"Now married, except separated",High school graduate (includes equivalency),"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8515,503,0,Male,Asian,Divorced or separated,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8516,545,64,Female,Black or African American,Divorced or separated,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8517,462,28,Female,White,"Now married, except separated",High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8518,231,31,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8519,355,0,Female,Black or African American and White and Hispanic or Latino,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8520,635,28,Male,White,Widowed,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8521,235,68,Male,Black or African American,Never married,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8522,147,49,Female,White,"Now married, except separated",High school graduate (includes equivalency),"$25,000 to $34,999",Householder lived in renter-occupied housing units
8523,242,41,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8524,347,51,Female,Black or African American and Middle Eastern and Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8525,136,5,Female,Asian,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8526,75,21,Male,Asian,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8527,760,31,Male,Black or African American and Middle Eastern and Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8528,905,67,Female,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8529,381,6,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8530,475,61,Male,White,Never married,Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8531,372,51,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8532,439,33,Male,Asian,Widowed,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8533,333,26,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
8534,279,27,Male,White,Widowed,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8535,988,51,Female,Native American and Middle Eastern,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8536,717,26,Female,Asian,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8537,960,49,Female,White,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8538,271,33,Male,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
8539,594,46,Female,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8540,747,54,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8541,642,35,Female,Black or African American,Never married,Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
8542,2,44,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8543,187,8,Female,Asian,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8544,418,39,Female,Black or African American,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8545,77,15,Male,White,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8546,12,6,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8547,9,59,Female,White,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8548,467,0,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8549,386,71,Male,Pacific Islander and Asian and Black or African American,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8550,968,21,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
8551,669,61,Male,White,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8552,203,8,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8553,756,52,Male,Asian and Native American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8554,890,39,Male,White,Never married,High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in owner-occupied housing units
8555,934,0,Female,Asian,Never married,Some college or associate's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8556,377,62,Female,White,Divorced or separated,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8557,961,0,Female,White and Pacific Islander and Hispanic or Latino,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8558,107,3,Female,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8559,700,64,Female,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8560,302,47,Female,Native American and Asian,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
8561,38,35,Female,Hispanic or Latino origin (of any race),Divorced or separated,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8562,315,52,Male,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8563,404,72,Female,Asian,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
8564,865,8,Female,Black or African American and Middle Eastern and Asian,Never married,Less than high school graduate,"$25,000 to $34,999",Householder lived in renter-occupied housing units
8565,985,25,Male,Pacific Islander and Middle Eastern,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8566,178,0,Female,Asian,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8567,389,9,Male,White,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8568,128,27,Female,White,Widowed,High school graduate (includes equivalency),"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8569,515,0,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in owner-occupied housing units
8570,922,2,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8571,619,70,Male,White,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8572,916,60,Male,White and Native American,"Now married, except separated",High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
8573,199,23,Female,Asian,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
8574,909,38,Male,White,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
8575,517,13,Male,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$65,000 to $74,999",Householder lived in renter-occupied housing units
8576,691,49,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
8577,664,64,Female,Asian and Black or African American,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8578,767,1,Female,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8579,263,50,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8580,569,47,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8581,735,11,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8582,836,69,Male,White,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
8583,127,34,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
8584,925,72,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
8585,493,26,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
8586,534,9,Male,Asian,"Now married, except separated",Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
8587,48,3,Male,White,Divorced or separated,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
8588,188,42,Female,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
8589,565,53,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
8590,345,21,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
8591,394,63,Male,Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
8592,557,38,Female,Asian,Never married,High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
